Site_Code,Jaw_Site_ID,Test_Diameter,Total_Jaw_Length,Urchin_ID,Days_free,Jaw_Growth_Increment
5E,6,49,8.5,2580,NA,NA
3W,249,40,8.5,2553,NA,NA
1W,5,44,8.5,1386,NA,NA
1E,7,46,8.5,725,NA,NA
1E,30,52,8.5,748,NA,NA
1E,32,49,8.5,750,NA,NA
1E,43,45,8.5,761,NA,NA
1E,57,50,8.5,775,NA,NA
1E,663,46,8.5,1381,NA,NA
2W,314,40,8.6,3679,NA,NA
2W,338,40,8.6,3703,NA,NA
2W,357,40,8.6,3722,NA,NA
5W,12,54,8.6,361,NA,NA
4E,46,52,8.6,46,NA,NA
4E,68,46,8.6,68,NA,NA
3W,255,43,8.6,2559,NA,NA
3W,270,43,8.6,2574,NA,NA
1E,1,50,8.6,719,NA,NA
2E,196,45,8.7,3948,NA,NA
6W,2,44,8.7,1826,NA,NA
4W,40,52,8.7,674,NA,NA
3W,251,40,8.7,2555,NA,NA
3W,267,41,8.7,2571,NA,NA
1E,22,53,8.7,740,NA,NA
1E,26,51,8.7,744,NA,NA
1E,40,47,8.7,758,NA,NA
2E,32,56,8.8,3784,NA,NA
3E,361,47,8.8,3264,NA,NA
5W,8,52,8.8,357,NA,NA
4E,67,52,8.8,67,NA,NA
4E,216,49,8.8,216,NA,NA
4E,331,56,8.8,331,NA,NA
4W,44,53,8.8,678,NA,NA
4W,62,53,8.8,696,NA,NA
3W,257,40,8.8,2561,NA,NA
3W,268,44,8.8,2572,NA,NA
1E,27,52,8.8,745,NA,NA
1E,37,48,8.8,755,NA,NA
1E,61,45,8.8,779,NA,NA
2W,281,50,8.9,3646,NA,NA
2W,363,49,8.9,3728,NA,NA
3E,135,48,8.9,3038,NA,NA
3E,518,48,8.9,3363,NA,NA
6E,1,47,8.9,2098,NA,NA
5W,13,56,8.9,362,NA,NA
4E,32,47,8.9,32,NA,NA
4E,38,54,8.9,38,NA,NA
4W,19,58,8.9,653,NA,NA
4W,39,48,8.9,673,NA,NA
4W,43,56,8.9,677,NA,NA
3W,5,49,8.9,2309,NA,NA
3W,259,41,8.9,2563,NA,NA
3W,261,47,8.9,2565,NA,NA
1E,6,52,8.9,724,NA,NA
1E,28,49,8.9,746,NA,NA
1E,59,40,8.9,777,NA,NA
2W,364,49,9,3729,NA,NA
5W,9,56,9,358,NA,NA
5W,16,54,9,365,NA,NA
5E,4,56,9,2578,NA,NA
4E,31,50,9,31,NA,NA
4E,42,51,9,42,NA,NA
3W,244,46,9,2548,NA,NA
3W,246,44,9,2550,NA,NA
3W,265,45,9,2569,NA,NA
1E,16,51,9,734,NA,NA
1E,64,50,9,782,NA,NA
6W,4,53,9.1,1828,NA,NA
6E,88,49,9.1,2185,NA,NA
6E,182,58,9.1,2279,NA,NA
4E,34,54,9.1,34,NA,NA
4E,35,53,9.1,35,NA,NA
4E,47,51,9.1,47,NA,NA
4E,48,55,9.1,48,NA,NA
4E,66,44,9.1,66,NA,NA
4E,69,52,9.1,69,NA,NA
3W,258,44,9.1,2562,NA,NA
1W,25,50,9.1,1406,NA,NA
3W,252,45,9.2,2556,NA,NA
3W,256,42,9.2,2560,NA,NA
3W,263,44,9.2,2567,NA,NA
1E,639,53,9.2,1357,NA,NA
2W,356,51,9.3,3721,NA,NA
3E,509,53,9.3,3354,NA,NA
3E,510,49,9.3,3355,NA,NA
5W,10,54,9.3,359,NA,NA
5E,8,54,9.3,2582,NA,NA
3W,238,49,9.3,2542,NA,NA
3W,250,44,9.3,2554,NA,NA
3W,260,43,9.3,2564,NA,NA
1W,13,47,9.3,1394,NA,NA
2W,201,53,9.4,3566,NA,NA
2W,335,49,9.4,3700,NA,NA
3E,106,50,9.4,3009,NA,NA
6E,91,53,9.4,2188,NA,NA
5W,285,61,9.4,634,NA,NA
3W,36,52,9.4,2340,NA,NA
3W,245,47,9.4,2549,NA,NA
1W,9,53,9.4,1390,NA,NA
1E,66,53,9.4,784,NA,NA
2W,371,50,9.5,3736,NA,NA
5W,14,57,9.5,363,NA,NA
5E,7,59,9.5,2581,NA,NA
4W,41,56,9.5,675,NA,NA
3W,231,49,9.5,2535,NA,NA
3W,247,46,9.5,2551,NA,NA
3W,253,49,9.5,2557,NA,NA
3W,262,44,9.5,2566,NA,NA
3W,266,44,9.5,2570,NA,NA
1W,4,48,9.5,1385,NA,NA
1E,14,54,9.5,732,NA,NA
1E,29,53,9.5,747,NA,NA
2E,661,53,9.6,4411,NA,NA
3E,262,55,9.6,3165,NA,NA
4E,74,61,9.6,74,NA,NA
1W,16,48,9.6,1397,NA,NA
1W,20,47,9.6,1401,NA,NA
1W,201,55,9.6,1582,NA,NA
1W,204,54,9.6,1585,NA,NA
1E,19,58,9.6,737,NA,NA
1E,535,56,9.6,1253,NA,NA
2W,309,52,9.7,3674,NA,NA
2E,619,50,9.7,4369,NA,NA
6E,90,56,9.7,2187,NA,NA
5W,11,55,9.7,360,NA,NA
1W,3,53,9.7,1384,NA,NA
1W,199,54,9.7,1580,NA,NA
1E,5,58,9.7,723,NA,NA
1E,10,55,9.7,728,NA,NA
1E,18,56,9.7,736,NA,NA
1E,518,55,9.7,1236,NA,NA
2W,16,53,9.8,3381,NA,NA
2W,311,53,9.8,3676,NA,NA
2W,324,53,9.8,3689,NA,NA
2W,352,53,9.8,3717,NA,NA
2W,365,51,9.8,3730,NA,NA
2W,370,54,9.8,3735,NA,NA
5W,18,63,9.8,367,NA,NA
5W,243,55,9.8,592,NA,NA
5E,9,50,9.8,2583,NA,NA
4W,22,54,9.8,656,NA,NA
3W,35,47,9.8,2339,NA,NA
3W,241,50,9.8,2545,NA,NA
3W,248,43,9.8,2552,NA,NA
1W,24,56,9.8,1405,NA,NA
1E,12,53,9.8,730,NA,NA
1E,60,54,9.8,778,NA,NA
1E,290,57,9.8,1008,NA,NA
1E,640,59,9.8,1358,NA,NA
2W,353,50,9.9,3718,NA,NA
3E,511,49,9.9,3356,NA,NA
3E,519,54,9.9,3364,NA,NA
6E,93,57,9.9,2190,NA,NA
5W,15,58,9.9,364,NA,NA
5W,90,62,9.9,439,NA,NA
4E,73,59,9.9,73,NA,NA
3W,6,55,9.9,2310,NA,NA
3W,230,51,9.9,2534,NA,NA
1W,1,54,9.9,1382,NA,NA
1W,2,50,9.9,1383,NA,NA
1W,15,50,9.9,1396,NA,NA
1W,23,56,9.9,1404,NA,NA
1W,122,54,9.9,1503,NA,NA
1W,197,56,9.9,1578,NA,NA
2W,310,51,10,3675,NA,NA
2E,357,52,10,4108,NA,NA
3E,7,51,10,2910,NA,NA
3E,512,56,10,3357,NA,NA
6W,6,55,10,1830,NA,NA
6E,183,59,10,2280,NA,NA
4E,70,53,10,70,NA,NA
4E,274,63,10,274,NA,NA
3W,235,54,10,2539,NA,NA
3W,240,49,10,2544,NA,NA
1W,6,50,10,1387,NA,NA
1W,12,55,10,1393,NA,NA
1W,46,54,10,1427,NA,NA
1W,286,57,10,1667,NA,NA
1E,250,57,10,968,NA,NA
1E,641,60,10,1359,NA,NA
2W,355,50,10.1,3720,NA,NA
6W,11,61,10.1,1835,NA,NA
6E,92,60,10.1,2189,NA,NA
4W,55,63,10.1,689,NA,NA
3W,233,54,10.1,2537,NA,NA
1W,19,52,10.1,1400,NA,NA
1E,3,56,10.1,721,NA,NA
1E,79,63,10.1,797,NA,NA
2W,368,53,10.2,3733,NA,NA
4E,49,55,10.2,49,NA,NA
4E,53,62,10.2,53,NA,NA
4W,53,56,10.2,687,NA,NA
3W,37,49,10.2,2341,NA,NA
3W,38,49,10.2,2342,NA,NA
3W,121,55,10.2,2425,NA,NA
3W,242,52,10.2,2546,NA,NA
1W,10,56,10.2,1391,NA,NA
1W,121,53,10.2,1502,NA,NA
1W,128,59,10.2,1509,NA,NA
1E,67,57,10.2,785,NA,NA
2W,367,55,10.3,3732,NA,NA
2W,369,54,10.3,3734,NA,NA
3E,515,59,10.3,3360,NA,NA
6E,3,59,10.3,2100,NA,NA
6E,96,61,10.3,2193,NA,NA
5E,3,54,10.3,2577,NA,NA
4E,193,64,10.3,193,NA,NA
1W,127,57,10.3,1508,NA,NA
1W,200,55,10.3,1581,NA,NA
1E,15,59,10.3,733,NA,NA
1E,129,61,10.3,847,NA,NA
1E,133,58,10.3,851,NA,NA
1E,169,66,10.3,887,NA,NA
1E,482,61,10.3,1200,NA,NA
1E,651,61,10.3,1369,NA,NA
2W,320,55,10.4,3685,NA,NA
3E,4,57,10.4,2907,NA,NA
6W,5,52,10.4,1829,NA,NA
6E,89,57,10.4,2186,NA,NA
6E,100,73,10.4,2197,NA,NA
6E,103,69,10.4,2200,NA,NA
4E,71,59,10.4,71,NA,NA
4W,58,68,10.4,692,NA,NA
3W,42,54,10.4,2346,NA,NA
3W,229,57,10.4,2533,NA,NA
1W,14,48,10.4,1395,NA,NA
1W,18,55,10.4,1399,NA,NA
1W,339,57,10.4,1720,NA,NA
1E,23,51,10.4,741,NA,NA
1E,564,65,10.4,1282,NA,NA
1E,624,64,10.4,1342,NA,NA
2W,323,54,10.5,3688,NA,NA
2W,334,54,10.5,3699,NA,NA
2E,649,56,10.5,4399,NA,NA
6W,158,64,10.5,1982,NA,NA
6E,94,60,10.5,2191,NA,NA
5W,17,64,10.5,366,NA,NA
5W,241,78,10.5,590,NA,NA
4W,27,63,10.5,661,NA,NA
3W,44,58,10.5,2348,NA,NA
3W,236,53,10.5,2540,NA,NA
1W,22,52,10.5,1403,NA,NA
1W,130,59,10.5,1511,NA,NA
1W,205,56,10.5,1586,NA,NA
1W,207,57,10.5,1588,NA,NA
1W,210,55,10.5,1591,NA,NA
1W,334,56,10.5,1715,NA,NA
1W,389,63,10.5,1770,NA,NA
1E,103,63,10.5,821,NA,NA
1E,150,58,10.5,868,NA,NA
1E,338,69,10.5,1056,NA,NA
1E,378,61,10.5,1096,NA,NA
1E,432,70,10.5,1150,NA,NA
1E,435,63,10.5,1153,NA,NA
2W,22,63,10.6,3387,NA,NA
2W,350,61,10.6,3715,NA,NA
3E,5,60,10.6,2908,NA,NA
3E,130,63,10.6,3033,NA,NA
3E,280,57,10.6,3183,NA,NA
6W,199,66,10.6,2023,NA,NA
6E,2,60,10.6,2099,NA,NA
6E,151,64,10.6,2248,NA,NA
4W,28,64,10.6,662,NA,NA
3W,234,53,10.6,2538,NA,NA
1W,131,57,10.6,1512,NA,NA
1E,8,61,10.6,726,NA,NA
1E,21,50,10.6,739,NA,NA
1E,65,52,10.6,783,NA,NA
1E,477,64,10.6,1195,NA,NA
2E,576,94,10.7,4327,NA,NA
2E,654,54,10.7,4404,NA,NA
3E,9,59,10.7,2912,NA,NA
3E,516,56,10.7,3361,NA,NA
6W,57,66,10.7,1881,NA,NA
6E,7,69,10.7,2104,NA,NA
4E,95,86,10.7,95,NA,NA
3W,232,56,10.7,2536,NA,NA
3W,239,51,10.7,2543,NA,NA
1W,73,61,10.7,1454,NA,NA
1W,125,59,10.7,1506,NA,NA
1W,126,61,10.7,1507,NA,NA
1W,345,61,10.7,1726,NA,NA
1E,249,64,10.7,967,NA,NA
1E,289,64,10.7,1007,NA,NA
1E,397,63,10.7,1115,NA,NA
1E,567,66,10.7,1285,NA,NA
1E,661,58,10.7,1379,NA,NA
2W,312,54,10.8,3677,NA,NA
2E,350,58,10.8,4101,NA,NA
2E,356,49,10.8,4107,NA,NA
2E,371,55,10.8,4122,NA,NA
2E,502,61,10.8,4253,NA,NA
5W,19,64,10.8,368,NA,NA
4E,55,59,10.8,55,NA,NA
4E,217,59,10.8,217,NA,NA
4E,218,68,10.8,218,NA,NA
1W,124,55,10.8,1505,NA,NA
1W,198,58,10.8,1579,NA,NA
1W,332,58,10.8,1713,NA,NA
1W,336,58,10.8,1717,NA,NA
1W,343,57,10.8,1724,NA,NA
1E,159,66,10.8,877,NA,NA
1E,160,54,10.8,878,NA,NA
1E,283,67,10.8,1001,NA,NA
1E,345,62,10.8,1063,NA,NA
1E,373,59,10.8,1091,NA,NA
1E,415,65,10.8,1133,NA,NA
2W,136,57,10.9,3501,NA,NA
2W,366,58,10.9,3731,NA,NA
2E,304,59,10.9,4055,NA,NA
2E,359,60,10.9,4110,NA,NA
3E,513,54,10.9,3358,NA,NA
6E,8,65,10.9,2105,NA,NA
5W,242,64,10.9,591,NA,NA
4E,54,59,10.9,54,NA,NA
4E,75,65,10.9,75,NA,NA
4W,57,63,10.9,691,NA,NA
1W,33,57,10.9,1414,NA,NA
1W,209,57,10.9,1590,NA,NA
1E,126,67,10.9,844,NA,NA
1E,142,62,10.9,860,NA,NA
1E,219,68,10.9,937,NA,NA
1E,321,70,10.9,1039,NA,NA
1E,359,63,10.9,1077,NA,NA
1E,488,60,10.9,1206,NA,NA
1E,523,57,10.9,1241,NA,NA
2W,306,58,11,3671,NA,NA
2W,351,57,11,3716,NA,NA
2E,222,62,11,3974,NA,NA
3E,211,63,11,3114,NA,NA
3E,520,65,11,3365,NA,NA
6W,10,62,11,1834,NA,NA
6W,86,59,11,1910,NA,NA
6W,89,64,11,1913,NA,NA
6E,95,59,11,2192,NA,NA
6E,104,63,11,2201,NA,NA
6E,173,62,11,2270,NA,NA
5W,239,73,11,588,NA,NA
5E,247,68,11,2821,NA,NA
3W,237,54,11,2541,NA,NA
1W,17,53,11,1398,NA,NA
1W,211,58,11,1592,NA,NA
1W,226,63,11,1607,NA,NA
1W,250,63,11,1631,NA,NA
1W,416,62,11,1797,NA,NA
1W,428,58,11,1809,NA,NA
1E,81,63,11,799,NA,NA
1E,375,68,11,1093,NA,NA
1E,519,62,11,1237,NA,NA
1E,537,80,11,1255,NA,NA
2E,209,64,11.1,3961,NA,NA
2E,362,51,11.1,4113,NA,NA
3E,517,59,11.1,3362,NA,NA
6W,12,65,11.1,1836,NA,NA
6W,13,58,11.1,1837,NA,NA
6W,260,65,11.1,2084,NA,NA
6E,36,68,11.1,2133,NA,NA
4E,50,56,11.1,50,NA,NA
4E,72,59,11.1,72,NA,NA
4E,219,61,11.1,219,NA,NA
4E,277,71,11.1,277,NA,NA
1W,92,63,11.1,1473,NA,NA
1W,319,64,11.1,1700,NA,NA
1W,421,59,11.1,1802,NA,NA
1E,140,67,11.1,858,NA,NA
1E,157,72,11.1,875,NA,NA
1E,196,66,11.1,914,NA,NA
1E,220,69,11.1,938,NA,NA
1E,222,65,11.1,940,NA,NA
2W,19,64,11.2,3384,NA,NA
2E,379,56,11.2,4130,NA,NA
3E,176,64,11.2,3079,NA,NA
3E,514,64,11.2,3359,NA,NA
5W,228,78,11.2,577,NA,NA
4E,148,66,11.2,148,NA,NA
4W,45,62,11.2,679,NA,NA
1W,8,59,11.2,1389,NA,NA
1W,58,66,11.2,1439,NA,NA
1W,135,68,11.2,1516,NA,NA
1W,356,61,11.2,1737,NA,NA
1W,439,63,11.2,1820,NA,NA
1E,74,68,11.2,792,NA,NA
1E,76,65,11.2,794,NA,NA
1E,132,63,11.2,850,NA,NA
1E,178,66,11.2,896,NA,NA
1E,189,66,11.2,907,NA,NA
1E,313,74,11.2,1031,NA,NA
1E,315,78,11.2,1033,NA,NA
1E,364,63,11.2,1082,NA,NA
1E,383,64,11.2,1101,NA,NA
1E,493,64,11.2,1211,NA,NA
1E,501,60,11.2,1219,NA,NA
1E,530,76,11.2,1248,NA,NA
2W,162,64,11.3,3527,NA,NA
2W,282,65,11.3,3647,NA,NA
2E,322,56,11.3,4073,NA,NA
3E,15,60,11.3,2918,NA,NA
3E,131,60,11.3,3034,NA,NA
3E,254,65,11.3,3157,NA,NA
3E,345,59,11.3,3248,NA,NA
6W,14,59,11.3,1838,NA,NA
6W,236,66,11.3,2060,NA,NA
5W,240,67,11.3,589,NA,NA
4E,58,64,11.3,58,NA,NA
4E,309,66,11.3,309,NA,NA
3W,41,57,11.3,2345,NA,NA
3W,43,53,11.3,2347,NA,NA
3W,122,58,11.3,2426,NA,NA
3W,128,61,11.3,2432,NA,NA
1W,44,64,11.3,1425,NA,NA
1W,136,65,11.3,1517,NA,NA
1W,241,65,11.3,1622,NA,NA
1E,70,66,11.3,788,NA,NA
1E,116,54,11.3,834,NA,NA
1E,192,70,11.3,910,NA,NA
1E,194,65,11.3,912,NA,NA
1E,376,68,11.3,1094,NA,NA
1E,382,67,11.3,1100,NA,NA
1E,628,66,11.3,1346,NA,NA
2W,17,59,11.4,3382,NA,NA
2W,187,69,11.4,3552,NA,NA
2W,354,58,11.4,3719,NA,NA
2E,282,61,11.4,4033,NA,NA
3E,155,64,11.4,3058,NA,NA
6W,231,69,11.4,2055,NA,NA
6W,235,62,11.4,2059,NA,NA
3W,39,58,11.4,2343,NA,NA
3W,45,62,11.4,2349,NA,NA
3W,228,58,11.4,2532,NA,NA
1W,206,57,11.4,1587,NA,NA
1W,368,62,11.4,1749,NA,NA
1E,162,59,11.4,880,NA,NA
1E,224,69,11.4,942,NA,NA
1E,237,66,11.4,955,NA,NA
1E,286,71,11.4,1004,NA,NA
1E,362,65,11.4,1080,NA,NA
1E,411,64,11.4,1129,NA,NA
1E,446,66,11.4,1164,NA,NA
1E,468,64,11.4,1186,NA,NA
3E,325,67,11.5,3228,NA,NA
6W,85,62,11.5,1909,NA,NA
6W,133,65,11.5,1957,NA,NA
6W,202,67,11.5,2026,NA,NA
4E,6,68,11.5,6,NA,NA
4W,33,73,11.5,667,NA,NA
1E,106,77,11.5,824,NA,NA
1E,165,67,11.5,883,NA,NA
1E,195,67,11.5,913,NA,NA
1E,330,63,11.5,1048,NA,NA
2W,44,63,11.6,3409,NA,NA
2E,183,62,11.6,3935,NA,NA
2E,372,61,11.6,4123,NA,NA
2E,585,86,11.6,4336,NA,NA
3E,261,67,11.6,3164,NA,NA
3E,435,66,11.6,3338,NA,NA
3E,439,63,11.6,3342,NA,NA
6W,88,67,11.6,1912,NA,NA
6W,268,66,11.6,2092,NA,NA
6E,12,75,11.6,2109,NA,NA
3W,166,61,11.6,2470,NA,NA
3W,243,56,11.6,2547,NA,NA
1W,47,62,11.6,1428,NA,NA
1W,142,68,11.6,1523,NA,NA
1W,321,60,11.6,1702,NA,NA
1E,113,65,11.6,831,NA,NA
1E,148,69,11.6,866,NA,NA
1E,191,69,11.6,909,NA,NA
1E,235,67,11.6,953,NA,NA
1E,251,60,11.6,969,NA,NA
1E,288,71,11.6,1006,NA,NA
1E,317,70,11.6,1035,NA,NA
1E,620,71,11.6,1338,NA,NA
2W,72,67,11.7,3437,NA,NA
2W,291,65,11.7,3656,NA,NA
2W,346,64,11.7,3711,NA,NA
2E,247,59,11.7,3999,NA,NA
2E,562,67,11.7,4313,NA,NA
2E,599,92,11.7,4349,NA,NA
2E,638,68,11.7,4388,NA,NA
3E,235,72,11.7,3138,NA,NA
6W,151,68,11.7,1975,NA,NA
6W,184,67,11.7,2008,NA,NA
6W,266,60,11.7,2090,NA,NA
6E,61,66,11.7,2158,NA,NA
6E,86,74,11.7,2183,NA,NA
6E,164,70,11.7,2261,NA,NA
5W,123,70,11.7,472,NA,NA
4E,22,71,11.7,22,NA,NA
1W,107,58,11.7,1488,NA,NA
1W,164,63,11.7,1545,NA,NA
1W,337,58,11.7,1718,NA,NA
1E,89,66,11.7,807,NA,NA
1E,99,62,11.7,817,NA,NA
1E,163,69,11.7,881,NA,NA
1E,211,73,11.7,929,NA,NA
1E,487,67,11.7,1205,NA,NA
1E,618,69,11.7,1336,NA,NA
2E,202,67,11.8,3954,NA,NA
2E,462,64,11.8,4213,NA,NA
2E,546,63,11.8,4297,NA,NA
3E,97,94,11.8,3000,NA,NA
3E,281,65,11.8,3184,NA,NA
6W,8,60,11.8,1832,NA,NA
6W,152,73,11.8,1976,NA,NA
6W,220,62,11.8,2044,NA,NA
6W,230,68,11.8,2054,NA,NA
6E,6,71,11.8,2103,NA,NA
6E,149,74,11.8,2246,NA,NA
5W,86,74,11.8,435,NA,NA
4E,215,63,11.8,215,NA,NA
1W,108,61,11.8,1489,NA,NA
1W,137,59,11.8,1518,NA,NA
1W,212,65,11.8,1593,NA,NA
1W,249,62,11.8,1630,NA,NA
1W,253,61,11.8,1634,NA,NA
1W,293,68,11.8,1674,NA,NA
1W,396,66,11.8,1777,NA,NA
1E,154,73,11.8,872,NA,NA
1E,176,65,11.8,894,NA,NA
1E,253,65,11.8,971,NA,NA
1E,335,72,11.8,1053,NA,NA
1E,371,69,11.8,1089,NA,NA
1E,385,67,11.8,1103,NA,NA
1E,444,66,11.8,1162,NA,NA
1E,449,59,11.8,1167,NA,NA
1E,489,68,11.8,1207,NA,NA
2W,130,67,11.9,3495,NA,NA
2W,170,63,11.9,3535,NA,NA
2W,278,65,11.9,3643,NA,NA
2W,308,63,11.9,3673,NA,NA
2E,228,62,11.9,3980,NA,NA
2E,252,65,11.9,4004,NA,NA
2E,306,65,11.9,4057,NA,NA
6W,112,66,11.9,1936,NA,NA
6W,234,65,11.9,2058,NA,NA
6W,246,71,11.9,2070,NA,NA
6E,69,72,11.9,2166,NA,NA
6E,81,75,11.9,2178,NA,NA
6E,101,69,11.9,2198,NA,NA
5E,67,72,11.9,2641,NA,NA
4E,202,69,11.9,202,NA,NA
4E,310,62,11.9,310,NA,NA
1W,48,54,11.9,1429,NA,NA
1W,50,60,11.9,1431,NA,NA
1W,90,66,11.9,1471,NA,NA
1W,133,60,11.9,1514,NA,NA
1W,134,60,11.9,1515,NA,NA
1W,279,67,11.9,1660,NA,NA
1W,297,68,11.9,1678,NA,NA
1W,374,61,11.9,1755,NA,NA
1W,436,68,11.9,1817,NA,NA
1E,130,67,11.9,848,NA,NA
1E,155,72,11.9,873,NA,NA
1E,183,70,11.9,901,NA,NA
1E,261,72,11.9,979,NA,NA
1E,337,71,11.9,1055,NA,NA
1E,404,74,11.9,1122,NA,NA
1E,429,63,11.9,1147,NA,NA
1E,466,66,11.9,1184,NA,NA
1E,475,72,11.9,1193,NA,NA
1E,502,68,11.9,1220,NA,NA
1E,531,69,11.9,1249,NA,NA
1E,569,74,11.9,1287,NA,NA
2W,74,73,12,3439,NA,NA
2W,125,67,12,3490,NA,NA
2E,358,60,12,4109,NA,NA
2E,630,61,12,4380,NA,NA
2E,656,61,12,4406,NA,NA
3E,182,68,12,3085,NA,NA
3E,200,70,12,3103,NA,NA
6W,68,68,12,1892,NA,NA
6W,178,67,12,2002,NA,NA
6W,219,70,12,2043,NA,NA
6W,255,69,12,2079,NA,NA
6E,145,65,12,2242,NA,NA
5W,32,79,12,381,NA,NA
5E,307,68,12,2881,NA,NA
4E,322,70,12,322,NA,NA
4E,341,76,12,341,NA,NA
3W,219,64,12,2523,NA,NA
1W,62,62,12,1443,NA,NA
1W,215,65,12,1596,NA,NA
1W,441,66,12,1822,NA,NA
1E,128,72,12,846,NA,NA
1E,144,74,12,862,NA,NA
1E,147,71,12,865,NA,NA
1E,174,67,12,892,NA,NA
1E,198,67,12,916,NA,NA
1E,227,67,12,945,NA,NA
1E,311,67,12,1029,NA,NA
1E,325,66,12,1043,NA,NA
1E,341,70,12,1059,NA,NA
1E,622,69,12,1340,NA,NA
1E,645,73,12,1363,NA,NA
2W,273,66,12.1,3638,NA,NA
2W,349,66,12.1,3714,NA,NA
2E,312,59,12.1,4063,NA,NA
2E,560,70,12.1,4311,NA,NA
2E,575,83,12.1,4326,NA,NA
3E,14,77,12.1,2917,NA,NA
3E,242,69,12.1,3145,NA,NA
3E,433,70,12.1,3336,NA,NA
6W,102,72,12.1,1926,NA,NA
6W,196,72,12.1,2020,NA,NA
6W,248,66,12.1,2072,NA,NA
6E,58,75,12.1,2155,NA,NA
6E,162,71,12.1,2259,NA,NA
6E,178,74,12.1,2275,NA,NA
6E,184,69,12.1,2281,NA,NA
4E,328,69,12.1,328,NA,NA
4W,34,74,12.1,668,NA,NA
4W,66,86,12.1,700,NA,NA
3W,220,64,12.1,2524,NA,NA
3W,226,64,12.1,2530,NA,NA
1W,54,61,12.1,1435,NA,NA
1W,296,60,12.1,1677,NA,NA
1W,301,62,12.1,1682,NA,NA
1W,333,63,12.1,1714,NA,NA
1W,342,60,12.1,1723,NA,NA
1W,417,63,12.1,1798,NA,NA
1E,69,70,12.1,787,NA,NA
1E,135,70,12.1,853,NA,NA
1E,145,68,12.1,863,NA,NA
1E,205,72,12.1,923,NA,NA
1E,254,72,12.1,972,NA,NA
1E,352,79,12.1,1070,NA,NA
1E,456,69,12.1,1174,NA,NA
1E,580,66,12.1,1298,NA,NA
1E,616,68,12.1,1334,NA,NA
2W,115,76,12.2,3480,NA,NA
2E,187,65,12.2,3939,NA,NA
2E,218,61,12.2,3970,NA,NA
2E,303,63,12.2,4054,NA,NA
2E,549,66,12.2,4300,NA,NA
2E,604,67,12.2,4354,NA,NA
6W,33,73,12.2,1857,NA,NA
6W,146,67,12.2,1970,NA,NA
6W,169,68,12.2,1993,NA,NA
6W,170,67,12.2,1994,NA,NA
6W,188,67,12.2,2012,NA,NA
6W,227,67,12.2,2051,NA,NA
6E,62,65,12.2,2159,NA,NA
6E,64,74,12.2,2161,NA,NA
6E,159,71,12.2,2256,NA,NA
6E,205,75,12.2,2302,NA,NA
4E,168,75,12.2,168,NA,NA
4E,231,70,12.2,231,NA,NA
4E,242,73,12.2,242,NA,NA
4E,276,67,12.2,276,NA,NA
1W,7,59,12.2,1388,NA,NA
1W,95,63,12.2,1476,NA,NA
1W,98,68,12.2,1479,NA,NA
1W,109,72,12.2,1490,NA,NA
1W,149,63,12.2,1530,NA,NA
1W,160,70,12.2,1541,NA,NA
1W,173,64,12.2,1554,NA,NA
1W,388,66,12.2,1769,NA,NA
1E,95,73,12.2,813,NA,NA
1E,153,79,12.2,871,NA,NA
1E,257,66,12.2,975,NA,NA
1E,406,74,12.2,1124,NA,NA
1E,418,71,12.2,1136,NA,NA
1E,619,72,12.2,1337,NA,NA
1E,660,76,12.2,1378,NA,NA
2E,118,66,12.3,3870,NA,NA
2E,217,64,12.3,3969,NA,NA
2E,608,63,12.3,4358,NA,NA
2E,665,68,12.3,4415,NA,NA
6W,23,72,12.3,1847,NA,NA
6W,48,67,12.3,1872,NA,NA
6W,252,67,12.3,2076,NA,NA
6E,66,73,12.3,2163,NA,NA
6E,72,76,12.3,2169,NA,NA
6E,97,68,12.3,2194,NA,NA
5W,189,83,12.3,538,NA,NA
5W,221,87,12.3,570,NA,NA
5E,136,77,12.3,2710,NA,NA
3W,47,65,12.3,2351,NA,NA
3W,167,64,12.3,2471,NA,NA
3W,205,65,12.3,2509,NA,NA
3W,225,65,12.3,2529,NA,NA
1W,70,65,12.3,1451,NA,NA
1W,84,69,12.3,1465,NA,NA
1W,93,62,12.3,1474,NA,NA
1W,114,67,12.3,1495,NA,NA
1W,213,64,12.3,1594,NA,NA
1W,254,68,12.3,1635,NA,NA
1W,326,60,12.3,1707,NA,NA
1W,328,69,12.3,1709,NA,NA
1E,93,72,12.3,811,NA,NA
1E,125,65,12.3,843,NA,NA
1E,184,71,12.3,902,NA,NA
1E,320,64,12.3,1038,NA,NA
1E,348,67,12.3,1066,NA,NA
1E,350,71,12.3,1068,NA,NA
1E,387,73,12.3,1105,NA,NA
1E,410,68,12.3,1128,NA,NA
1E,454,69,12.3,1172,NA,NA
1E,462,68,12.3,1180,NA,NA
2W,87,68,12.4,3452,NA,NA
2W,123,71,12.4,3488,NA,NA
2E,203,63,12.4,3955,NA,NA
2E,205,65,12.4,3957,NA,NA
2E,216,61,12.4,3968,NA,NA
2E,254,63,12.4,4006,NA,NA
2E,255,64,12.4,4007,NA,NA
2E,351,63,12.4,4102,NA,NA
2E,390,75,12.4,4141,NA,NA
2E,677,65,12.4,4425,NA,NA
3E,407,72,12.4,3310,NA,NA
3E,432,76,12.4,3335,NA,NA
6W,45,72,12.4,1869,NA,NA
6W,150,77,12.4,1974,NA,NA
6W,165,70,12.4,1989,NA,NA
